Sale_ID,Customer_ID,Date,Car_Model,Region,Country,City,Units_Sold,Sale_Amount_USD,Color,Battery_Type,Delivery_Time_Days,Customer_Type,Dealer_Name
S0802,CUST0802,2023-06-30,Model S,Asia,France,Lyon,1,126000,Silver,Performance,9,Individual,"Lopez, Stone and Martinez Tesla"
S0803,CUST0803,2024-09-04,Model S,Europe,India,Mumbai,3,324000,Red,Long Range,58,Corporate,Potts-Robinson Tesla
S0804,CUST0804,2023-07-18,Model S,North America,China,Chengdu,3,378000,Red,Performance,52,Individual,Smith-Cook Tesla
S0805,CUST0805,2023-10-06,Model 3,Asia,India,Hyderabad,1,63000,Black,Performance,8,Individual,Carter-Bailey Tesla
S0806,CUST0806,2025-03-07,Model S,Asia,USA,New York,4,504000,White,Performance,23,Corporate,Smith-Jacobson Tesla
S0807,CUST0807,2023-11-10,Model X,North America,Japan,Tokyo,4,480000,Black,Long Range,15,Individual,Weber-Rivera Tesla
S0808,CUST0808,2024-05-03,Model S,Europe,China,Shanghai,5,630000,Black,Performance,7,Corporate,Andrade-Franklin Tesla
S0809,CUST0809,2023-06-05,Model X,North America,Canada,Toronto,5,500000,Black,Standard Range,27,Individual,Carroll-Morris Tesla
S0810,CUST0810,2023-12-08,Cybertruck,North America,France,Toulouse,5,300000,Red,Standard Range,39,Corporate,Hernandez-Moore Tesla
S0811,CUST0811,2023-07-31,Model S,Europe,USA,Los Angeles,4,504000,Blue,Performance,45,Individual,Wilkinson-Brown Tesla
S0812,CUST0812,2023-08-21,Model 3,North America,Germany,Berlin,2,90000,Red,Standard Range,16,Individual,Swanson LLC Tesla
S0813,CUST0813,2023-11-16,Model S,North America,USA,New York,5,450000,Silver,Standard Range,13,Individual,Keller-Turner Tesla
S0814,CUST0814,2024-07-15,Model X,Asia,Canada,Calgary,2,200000,Red,Standard Range,40,Individual,"Lowery, Gordon and Davis Tesla"
S0815,CUST0815,2024-10-26,Model 3,Asia,China,Beijing,2,90000,Red,Standard Range,47,Corporate,Wallace LLC Tesla
S0816,CUST0816,2024-07-19,Model X,Europe,India,Chennai,3,360000,Silver,Long Range,7,Corporate,"Duncan, Heath and Peterson Tesla"
S0817,CUST0817,2024-08-02,Model S,Europe,Germany,Cologne,1,108000,White,Long Range,55,Individual,Meyer Ltd Tesla
S0818,CUST0818,2023-07-26,Model 3,Asia,China,Guangzhou,5,225000,Red,Standard Range,38,Corporate,Larson and Sons Tesla
S0819,CUST0819,2023-10-01,Model X,North America,Brazil,Fortaleza,2,280000,Blue,Performance,12,Individual,Ball Ltd Tesla
S0820,CUST0820,2024-04-23,Model 3,Europe,Australia,Brisbane,2,108000,Silver,Long Range,38,Individual,Bullock Inc Tesla
S0821,CUST0821,2024-06-16,Model X,Asia,UK,Leeds,5,700000,Blue,Performance,18,Individual,"Day, Miller and Daniels Tesla"
S0822,CUST0822,2024-11-21,Cybertruck,North America,India,Delhi,2,120000,Red,Standard Range,6,Individual,Nelson Group Tesla
S0823,CUST0823,2024-11-17,Cybertruck,Asia,Brazil,Fortaleza,1,72000,White,Long Range,53,Individual,Jenkins and Sons Tesla
S0824,CUST0824,2025-02-11,Model 3,Europe,Canada,Vancouver,2,90000,White,Standard Range,53,Individual,"Rose, Elliott and Hill Tesla"
S0825,CUST0825,2023-07-03,Model X,Europe,Japan,Yokohama,1,140000,Silver,Performance,60,Corporate,"Smith, Moore and White Tesla"
S0826,CUST0826,2023-09-18,Model X,Asia,UK,Birmingham,4,480000,Red,Long Range,22,Corporate,Mcdowell Group Tesla
S0827,CUST0827,2024-01-01,Cybertruck,North America,China,Chengdu,1,84000,Black,Performance,56,Corporate,"Hansen, Myers and Cox Tesla"
S0828,CUST0828,2024-07-12,Model X,North America,Brazil,Brasília,5,600000,Red,Long Range,54,Corporate,"Miller, Harrison and Gonzales Tesla"
S0829,CUST0829,2025-01-20,Cybertruck,Europe,UK,Liverpool,2,168000,Black,Performance,9,Corporate,Oliver-Brown Tesla
S0830,CUST0830,2023-10-14,Cybertruck,Asia,Australia,Melbourne,1,60000,Red,Standard Range,12,Corporate,"Johnson, Young and Nelson Tesla"
S0831,CUST0831,2024-10-02,Model X,Asia,UK,Leeds,5,500000,Silver,Standard Range,52,Corporate,"Porter, Johnson and Thompson Tesla"
S0832,CUST0832,2024-09-04,Cybertruck,North America,USA,San Francisco,3,216000,Blue,Long Range,19,Corporate,"Warren, Palmer and Bautista Tesla"
S0833,CUST0833,2025-02-22,Model X,North America,UK,Manchester,2,200000,Blue,Standard Range,24,Corporate,"Murphy, Garza and Martinez Tesla"
S0834,CUST0834,2023-05-13,Cybertruck,Europe,UK,Birmingham,4,336000,Red,Performance,51,Individual,Mann-Ramos Tesla
S0835,CUST0835,2025-03-09,Model X,Europe,Germany,Berlin,3,420000,Red,Performance,9,Individual,Lane Inc Tesla
S0836,CUST0836,2024-02-12,Model 3,Asia,China,Shenzhen,3,162000,White,Long Range,36,Corporate,"Wright, Rodgers and Gaines Tesla"
S0837,CUST0837,2024-07-10,Model S,Europe,Germany,Frankfurt,2,180000,Red,Standard Range,23,Individual,Perez Group Tesla
S0838,CUST0838,2023-10-21,Cybertruck,Europe,France,Paris,5,300000,White,Standard Range,16,Corporate,Whitney and Sons Tesla
S0839,CUST0839,2023-05-24,Model 3,Europe,China,Shenzhen,1,45000,Red,Standard Range,51,Individual,"Potter, Hoover and Powell Tesla"
S0840,CUST0840,2024-03-14,Model 3,Asia,Australia,Adelaide,4,180000,Red,Standard Range,24,Individual,Austin Inc Tesla
S0841,CUST0841,2024-07-27,Cybertruck,Europe,UK,Birmingham,2,120000,White,Standard Range,26,Individual,Booth-Contreras Tesla
S0842,CUST0842,2024-08-28,Model X,Europe,Australia,Sydney,5,600000,Red,Long Range,20,Corporate,"Robbins, Russell and Jimenez Tesla"
S0843,CUST0843,2024-09-30,Model S,North America,China,Chengdu,2,252000,Red,Performance,51,Corporate,Wade-Baker Tesla
S0844,CUST0844,2023-06-29,Model S,North America,Japan,Osaka,3,324000,White,Long Range,41,Corporate,"Davis, Thomas and Pittman Tesla"
S0845,CUST0845,2024-10-27,Model 3,North America,China,Chengdu,4,216000,Red,Long Range,29,Corporate,"Anthony, Austin and Wu Tesla"
S0846,CUST0846,2025-03-21,Model X,North America,Canada,Montreal,2,240000,Silver,Long Range,46,Corporate,Garcia-Allen Tesla
S0847,CUST0847,2023-09-06,Model 3,Asia,USA,New York,2,126000,Blue,Performance,20,Individual,Gray and Sons Tesla
S0848,CUST0848,2024-04-25,Model X,Asia,China,Shenzhen,3,420000,Silver,Performance,50,Corporate,Moody PLC Tesla
S0849,CUST0849,2024-03-09,Model 3,Asia,Canada,Toronto,2,108000,Blue,Long Range,11,Corporate,West-Anderson Tesla
S0850,CUST0850,2023-06-03,Model 3,Europe,Canada,Montreal,5,315000,Black,Performance,48,Corporate,"Hampton, Mcdonald and Hawkins Tesla"
S0851,CUST0851,2023-08-20,Model X,Europe,Australia,Perth,1,100000,Black,Standard Range,6,Individual,"Austin, Nguyen and Galvan Tesla"
S0852,CUST0852,2023-12-10,Model S,Europe,Australia,Brisbane,2,252000,Blue,Performance,60,Corporate,Sexton Group Tesla
S0853,CUST0853,2024-12-15,Model X,Europe,USA,Chicago,3,360000,White,Long Range,13,Individual,Stokes-Key Tesla
S0854,CUST0854,2024-03-30,Model X,Europe,India,Bangalore,5,500000,Red,Standard Range,42,Corporate,Cross Ltd Tesla
S0855,CUST0855,2024-12-12,Model X,Asia,India,Hyderabad,4,560000,Red,Performance,36,Corporate,Lopez Ltd Tesla
S0856,CUST0856,2024-11-09,Model X,North America,Canada,Ottawa,2,240000,White,Long Range,56,Individual,"Collins, Austin and Rubio Tesla"
S0857,CUST0857,2023-10-09,Model 3,Asia,India,Delhi,1,63000,White,Performance,5,Corporate,"Contreras, Williams and Burnett Tesla"
S0858,CUST0858,2024-07-25,Model S,Asia,USA,Chicago,2,216000,Black,Long Range,19,Individual,Brooks-Harris Tesla
S0859,CUST0859,2024-06-20,Cybertruck,Europe,Japan,Nagoya,5,420000,Blue,Performance,5,Individual,"Sanders, Anderson and Hall Tesla"
S0860,CUST0860,2024-10-29,Model X,Asia,China,Beijing,3,360000,Black,Long Range,60,Corporate,"Foster, Foster and Vaughn Tesla"
S0861,CUST0861,2024-11-08,Model 3,North America,Germany,Berlin,1,54000,Silver,Long Range,27,Individual,"Coffey, Johnson and Moran Tesla"
S0862,CUST0862,2024-07-19,Model 3,Europe,Germany,Munich,5,315000,Red,Performance,5,Individual,Reynolds LLC Tesla
S0863,CUST0863,2024-07-01,Cybertruck,Europe,Australia,Sydney,1,84000,Blue,Performance,25,Individual,"Smith, Massey and Kelly Tesla"
S0864,CUST0864,2025-02-19,Cybertruck,Asia,India,Hyderabad,1,60000,Black,Standard Range,48,Individual,Frank LLC Tesla
S0865,CUST0865,2025-01-13,Model 3,North America,USA,New York,5,315000,Silver,Performance,10,Individual,Pennington-Murphy Tesla
S0866,CUST0866,2024-03-15,Model X,North America,USA,Chicago,5,700000,Red,Performance,30,Individual,"Booth, Garcia and Smith Tesla"
S0867,CUST0867,2023-12-04,Cybertruck,North America,Canada,Vancouver,2,168000,Black,Performance,14,Corporate,"Stevens, Christensen and Jones Tesla"
S0868,CUST0868,2025-03-16,Model 3,North America,Germany,Frankfurt,4,216000,Red,Long Range,36,Corporate,"Johnson, Bates and Campbell Tesla"
S0869,CUST0869,2023-11-02,Model X,Europe,Australia,Sydney,2,280000,Red,Performance,25,Individual,Sullivan Inc Tesla
S0870,CUST0870,2024-07-25,Cybertruck,Asia,UK,Leeds,3,252000,Blue,Performance,26,Corporate,Carter PLC Tesla
S0871,CUST0871,2024-04-02,Model S,Europe,USA,Los Angeles,1,108000,Blue,Long Range,60,Corporate,Lawrence and Sons Tesla
S0872,CUST0872,2023-11-03,Model S,Asia,USA,Los Angeles,4,360000,Black,Standard Range,52,Individual,Brown-Gilbert Tesla
S0873,CUST0873,2023-12-09,Model 3,North America,China,Guangzhou,4,252000,White,Performance,22,Corporate,"Hughes, Garcia and Hickman Tesla"
S0874,CUST0874,2024-10-16,Model 3,North America,Brazil,Brasília,1,63000,Silver,Performance,44,Individual,Bailey PLC Tesla
S0875,CUST0875,2023-10-29,Cybertruck,North America,Brazil,São Paulo,1,84000,Blue,Performance,54,Individual,Mann Inc Tesla
S0876,CUST0876,2024-08-03,Model 3,North America,Germany,Frankfurt,5,315000,Black,Performance,41,Individual,Moran-Lopez Tesla
S0877,CUST0877,2023-06-14,Model X,Asia,USA,San Francisco,2,200000,Red,Standard Range,46,Individual,Tanner and Sons Tesla
S0878,CUST0878,2025-02-15,Cybertruck,Europe,Canada,Ottawa,1,84000,Black,Performance,8,Individual,Howard Inc Tesla
S0879,CUST0879,2024-03-12,Model X,North America,India,Bangalore,2,280000,Silver,Performance,16,Corporate,Jackson PLC Tesla
S0880,CUST0880,2024-07-26,Cybertruck,North America,China,Shenzhen,3,216000,Blue,Long Range,47,Corporate,Lewis-Henry Tesla
S0881,CUST0881,2025-04-27,Model X,Europe,Australia,Sydney,4,560000,Blue,Performance,43,Individual,Green Ltd Tesla
S0882,CUST0882,2024-02-16,Cybertruck,North America,USA,San Francisco,4,240000,Silver,Standard Range,27,Individual,"Brown, Robinson and Green Tesla"
S0883,CUST0883,2023-05-24,Model 3,Asia,Australia,Melbourne,4,216000,Blue,Long Range,15,Individual,Vasquez-Hutchinson Tesla
S0884,CUST0884,2025-03-17,Model 3,Europe,Japan,Sapporo,2,90000,Black,Standard Range,45,Individual,"Scott, Poole and Diaz Tesla"
S0885,CUST0885,2024-12-19,Model S,North America,France,Lyon,1,90000,Blue,Standard Range,23,Individual,Liu-Abbott Tesla
S0886,CUST0886,2023-07-20,Model S,North America,France,Lyon,1,126000,Blue,Performance,44,Individual,Hudson PLC Tesla
S0887,CUST0887,2024-04-23,Model S,Asia,France,Paris,4,432000,White,Long Range,29,Corporate,Logan-Bowen Tesla
S0888,CUST0888,2024-11-08,Model S,North America,Canada,Calgary,3,378000,Blue,Performance,27,Corporate,Strickland and Sons Tesla
S0889,CUST0889,2023-11-03,Model X,Europe,China,Beijing,2,280000,Black,Performance,43,Corporate,Bailey and Sons Tesla
S0890,CUST0890,2024-03-14,Cybertruck,North America,China,Guangzhou,2,168000,Blue,Performance,15,Individual,"Foster, Johnson and Brown Tesla"
S0891,CUST0891,2023-12-08,Model 3,Asia,UK,Liverpool,2,126000,Red,Performance,54,Corporate,Roberts-Moore Tesla
S0892,CUST0892,2024-04-22,Model 3,North America,UK,Manchester,3,135000,Blue,Standard Range,47,Individual,"Carrillo, Simmons and Harmon Tesla"
S0893,CUST0893,2024-04-18,Model 3,Europe,Canada,Calgary,1,54000,Silver,Long Range,55,Corporate,Medina-Hamilton Tesla
S0894,CUST0894,2023-08-19,Model X,Europe,USA,New York,3,300000,Black,Standard Range,16,Corporate,Bell Group Tesla
S0895,CUST0895,2024-01-02,Cybertruck,Asia,UK,Birmingham,5,300000,Black,Standard Range,37,Individual,"Mcintosh, Pham and Daniel Tesla"
S0896,CUST0896,2024-10-16,Model 3,Asia,UK,London,3,162000,Blue,Long Range,22,Individual,Gomez-Miller Tesla
S0897,CUST0897,2024-04-22,Cybertruck,North America,France,Paris,1,84000,Silver,Performance,30,Individual,Garcia-Thomas Tesla
S0898,CUST0898,2025-01-23,Model 3,Europe,India,Hyderabad,3,189000,Red,Performance,34,Corporate,"Marshall, Patel and Young Tesla"
S0899,CUST0899,2023-06-28,Cybertruck,Europe,Australia,Adelaide,1,84000,Blue,Performance,22,Corporate,"Murray, Hansen and Johnson Tesla"
S0900,CUST0900,2024-05-30,Model X,Asia,Japan,Yokohama,3,420000,Silver,Performance,26,Individual,Martinez and Sons Tesla
S0901,CUST0901,2025-01-05,Model 3,Asia,Japan,Sapporo,2,126000,White,Performance,24,Individual,Coleman-Paul Tesla
S0902,CUST0902,2023-05-17,Cybertruck,Europe,UK,Manchester,5,360000,Silver,Long Range,36,Individual,Sandoval Inc Tesla
S0903,CUST0903,2025-02-05,Cybertruck,North America,UK,London,1,72000,White,Long Range,19,Corporate,Rhodes Group Tesla
S0904,CUST0904,2023-11-20,Model S,Asia,USA,Los Angeles,4,504000,Black,Performance,18,Individual,"Harris, Brown and Ayers Tesla"
S0905,CUST0905,2024-06-15,Model S,Asia,Japan,Osaka,4,432000,Black,Long Range,14,Individual,"Montgomery, Mathis and Ballard Tesla"
S0906,CUST0906,2025-01-26,Model X,North America,Brazil,São Paulo,3,300000,Black,Standard Range,8,Corporate,Fox PLC Tesla
S0907,CUST0907,2025-03-07,Model S,Europe,China,Guangzhou,2,252000,Black,Performance,36,Corporate,"Martinez, Holland and Smith Tesla"
S0908,CUST0908,2024-05-31,Model S,North America,China,Beijing,1,90000,White,Standard Range,9,Individual,Lane PLC Tesla
S0909,CUST0909,2024-10-17,Model X,North America,Canada,Vancouver,2,280000,Silver,Performance,44,Individual,Smith and Sons Tesla
S0910,CUST0910,2025-03-24,Model 3,North America,China,Chengdu,3,162000,Silver,Long Range,22,Individual,Kim Inc Tesla
S0911,CUST0911,2023-11-20,Model 3,Europe,Canada,Vancouver,3,162000,Red,Long Range,38,Individual,Durham-Liu Tesla
S0912,CUST0912,2024-12-29,Model X,Asia,India,Chennai,5,600000,Black,Long Range,55,Individual,Jacobs-Hayes Tesla
S0913,CUST0913,2024-09-12,Model X,Asia,UK,Manchester,2,240000,Red,Long Range,47,Corporate,Cowan and Sons Tesla
S0914,CUST0914,2024-12-04,Model 3,Asia,Australia,Melbourne,3,135000,White,Standard Range,38,Individual,Martin-Harper Tesla
S0915,CUST0915,2024-02-27,Cybertruck,Asia,India,Bangalore,3,216000,Silver,Long Range,58,Corporate,Hart-Smith Tesla
S0916,CUST0916,2023-11-11,Model 3,North America,Canada,Vancouver,4,216000,Red,Long Range,17,Corporate,Martinez Ltd Tesla
S0917,CUST0917,2024-05-23,Model S,Europe,Japan,Sapporo,2,216000,Blue,Long Range,37,Individual,Phillips-Brown Tesla
S0918,CUST0918,2023-08-13,Model 3,Asia,USA,Los Angeles,5,225000,White,Standard Range,38,Corporate,Nelson and Sons Tesla
S0919,CUST0919,2023-07-16,Model 3,Europe,Germany,Munich,2,126000,White,Performance,14,Corporate,Mitchell-Leon Tesla
S0920,CUST0920,2024-01-21,Model S,Europe,China,Shenzhen,3,270000,Blue,Standard Range,9,Individual,Shields-Contreras Tesla
S0921,CUST0921,2023-05-25,Model X,Europe,Germany,Frankfurt,2,240000,Silver,Long Range,24,Individual,Jones-Cox Tesla
S0922,CUST0922,2024-12-21,Model S,North America,Australia,Melbourne,1,108000,Silver,Long Range,14,Individual,"Flowers, Harrison and Gray Tesla"
S0923,CUST0923,2023-05-13,Cybertruck,Europe,Japan,Yokohama,5,420000,Red,Performance,32,Individual,"Brown, Carroll and Young Tesla"
S0924,CUST0924,2023-09-02,Cybertruck,Asia,China,Beijing,4,288000,Black,Long Range,19,Corporate,Singleton Group Tesla
S0925,CUST0925,2024-10-31,Cybertruck,North America,Germany,Cologne,2,168000,Black,Performance,5,Corporate,Dunn PLC Tesla
S0926,CUST0926,2024-06-03,Model X,Asia,Japan,Sapporo,1,140000,Silver,Performance,28,Corporate,Lara Group Tesla
S0927,CUST0927,2024-03-24,Model S,North America,Canada,Toronto,5,450000,Silver,Standard Range,53,Corporate,Morrison-Jones Tesla
S0928,CUST0928,2023-05-04,Model S,North America,Germany,Cologne,5,630000,Black,Performance,48,Individual,Lawson Inc Tesla
S0929,CUST0929,2024-06-18,Model 3,Europe,India,Mumbai,1,54000,Blue,Long Range,42,Individual,Burton PLC Tesla
S0930,CUST0930,2025-04-23,Cybertruck,Europe,France,Marseille,4,288000,Silver,Long Range,17,Corporate,"Bray, Watkins and Henry Tesla"
S0931,CUST0931,2024-04-19,Cybertruck,Europe,Canada,Montreal,5,360000,Blue,Long Range,8,Corporate,"Rodriguez, Rosario and Harris Tesla"
S0932,CUST0932,2024-09-15,Cybertruck,Europe,USA,Chicago,3,180000,Silver,Standard Range,12,Corporate,"Adams, Griffin and Young Tesla"
S0933,CUST0933,2024-02-08,Model S,Europe,UK,London,3,378000,Red,Performance,23,Corporate,"Caldwell, Jordan and Strickland Tesla"
S0934,CUST0934,2024-12-02,Model S,Asia,Australia,Brisbane,1,90000,Red,Standard Range,14,Corporate,Robinson-Mendez Tesla
S0935,CUST0935,2024-10-06,Model S,Asia,China,Shanghai,5,630000,Black,Performance,31,Individual,"Williams, Phillips and Good Tesla"
S0936,CUST0936,2023-10-28,Cybertruck,Asia,Canada,Toronto,5,420000,Red,Performance,18,Corporate,Graham-Johnson Tesla
S0937,CUST0937,2023-09-23,Model S,Asia,China,Chengdu,1,108000,Blue,Long Range,21,Individual,Hernandez Inc Tesla
S0938,CUST0938,2024-02-26,Model 3,Asia,USA,Los Angeles,2,126000,White,Performance,56,Individual,Johnson-Yates Tesla
S0939,CUST0939,2023-11-04,Cybertruck,Europe,Canada,Calgary,4,336000,White,Performance,31,Individual,"Brooks, Rowe and Richardson Tesla"
S0940,CUST0940,2023-11-19,Model X,North America,USA,Houston,4,560000,Red,Performance,14,Individual,Bruce-Williams Tesla
S0941,CUST0941,2024-01-22,Model 3,North America,UK,Leeds,1,63000,White,Performance,14,Individual,Shaffer PLC Tesla
S0942,CUST0942,2024-05-10,Model X,North America,Canada,Toronto,4,560000,White,Performance,60,Individual,Klein Ltd Tesla
S0943,CUST0943,2024-07-02,Cybertruck,North America,Australia,Adelaide,3,216000,Silver,Long Range,32,Individual,Gomez-Barajas Tesla
S0944,CUST0944,2024-09-13,Model 3,North America,Canada,Vancouver,2,90000,Red,Standard Range,15,Individual,"Gibson, Buchanan and Jackson Tesla"
S0945,CUST0945,2023-05-19,Model S,Asia,UK,London,4,432000,Red,Long Range,20,Corporate,"Caldwell, Holmes and Bailey Tesla"
S0946,CUST0946,2024-04-02,Model 3,Asia,Japan,Nagoya,3,162000,White,Long Range,54,Individual,Peters Ltd Tesla
S0947,CUST0947,2023-06-18,Model S,North America,UK,Manchester,4,432000,White,Long Range,46,Corporate,"Stewart, Cox and Kelly Tesla"
S0948,CUST0948,2024-02-16,Cybertruck,North America,UK,Manchester,5,360000,Blue,Long Range,44,Corporate,Carter-Davis Tesla
S0949,CUST0949,2023-10-08,Model 3,North America,Japan,Sapporo,3,189000,Red,Performance,56,Individual,Day and Sons Tesla
S0950,CUST0950,2023-11-20,Model X,North America,Germany,Munich,4,560000,Black,Performance,55,Corporate,Fields Inc Tesla
S0951,CUST0951,2023-11-14,Model S,Asia,India,Bangalore,5,630000,Black,Performance,44,Corporate,"Smith, Bender and Garcia Tesla"
S0952,CUST0952,2024-04-23,Model S,Asia,China,Chengdu,5,630000,Red,Performance,21,Corporate,Perez Ltd Tesla
S0953,CUST0953,2024-08-21,Model X,Europe,Japan,Osaka,1,140000,White,Performance,56,Individual,Decker-Baker Tesla
S0954,CUST0954,2024-09-21,Model S,Europe,France,Marseille,4,360000,Silver,Standard Range,12,Individual,Gamble-Burns Tesla
S0955,CUST0955,2024-07-24,Model 3,Europe,France,Lyon,2,108000,White,Long Range,14,Individual,Myers Inc Tesla
S0956,CUST0956,2025-02-15,Model X,Europe,Japan,Nagoya,3,420000,Black,Performance,46,Individual,"Lopez, Conley and Mccall Tesla"
S0957,CUST0957,2024-03-15,Model X,North America,China,Chengdu,2,240000,Black,Long Range,27,Individual,Hall and Sons Tesla
S0958,CUST0958,2024-04-18,Model S,North America,China,Guangzhou,1,90000,Silver,Standard Range,46,Corporate,Ward-Parker Tesla
S0959,CUST0959,2025-04-16,Model X,North America,Australia,Sydney,4,400000,White,Standard Range,38,Individual,Mendez Inc Tesla
S0960,CUST0960,2023-10-30,Model S,Europe,Canada,Vancouver,5,540000,Black,Long Range,37,Individual,Ward Group Tesla
S0961,CUST0961,2023-11-12,Model X,Europe,UK,Leeds,5,500000,Red,Standard Range,27,Individual,"Wallace, Jordan and Morris Tesla"
S0962,CUST0962,2025-03-14,Model S,Asia,France,Nice,4,504000,Blue,Performance,17,Corporate,Baker-Lewis Tesla
S0963,CUST0963,2025-02-23,Model S,Europe,Japan,Tokyo,5,450000,Black,Standard Range,43,Individual,Weber Group Tesla
S0964,CUST0964,2023-11-28,Model X,Asia,France,Marseille,3,300000,Silver,Standard Range,42,Corporate,Garcia PLC Tesla
S0965,CUST0965,2025-01-16,Cybertruck,North America,Germany,Hamburg,5,300000,White,Standard Range,33,Corporate,Rogers Ltd Tesla
S0966,CUST0966,2023-05-05,Model X,North America,France,Nice,1,140000,Black,Performance,37,Corporate,Carpenter Inc Tesla
S0967,CUST0967,2023-11-15,Model X,North America,UK,Birmingham,5,700000,Black,Performance,41,Individual,"Dean, James and Miller Tesla"
S0968,CUST0968,2023-07-05,Cybertruck,Asia,Brazil,Rio de Janeiro,2,168000,Black,Performance,7,Individual,"Curtis, Dunn and Atkinson Tesla"
S0969,CUST0969,2023-12-20,Model X,Europe,UK,Leeds,2,200000,Black,Standard Range,49,Corporate,"Rodriguez, Carrillo and Gray Tesla"
S0970,CUST0970,2023-07-21,Cybertruck,Asia,France,Marseille,2,120000,White,Standard Range,7,Individual,Johnston-Wolfe Tesla
S0971,CUST0971,2025-01-31,Model S,Asia,Japan,Tokyo,5,450000,Silver,Standard Range,11,Corporate,"Gordon, Tucker and Forbes Tesla"
S0972,CUST0972,2023-12-11,Model 3,North America,Canada,Calgary,5,225000,Black,Standard Range,60,Individual,"Stein, Walker and Edwards Tesla"
S0973,CUST0973,2024-12-14,Cybertruck,North America,France,Toulouse,3,252000,Black,Performance,55,Individual,"Smith, Hensley and Horton Tesla"
S0974,CUST0974,2024-02-15,Model S,Asia,India,Hyderabad,4,504000,Silver,Performance,50,Corporate,Duffy Inc Tesla
S0975,CUST0975,2025-02-23,Model X,Asia,Brazil,Brasília,4,400000,White,Standard Range,50,Corporate,"Beltran, Robinson and Williams Tesla"
S0976,CUST0976,2024-12-31,Model 3,Asia,France,Marseille,1,54000,Red,Long Range,47,Corporate,"Cruz, Fernandez and Watson Tesla"
S0977,CUST0977,2023-06-08,Cybertruck,North America,UK,London,5,300000,Silver,Standard Range,6,Individual,Brown-Smith Tesla
S0978,CUST0978,2023-11-15,Cybertruck,North America,Germany,Munich,5,300000,Red,Standard Range,35,Individual,"Mayer, White and Jones Tesla"
S0979,CUST0979,2024-10-16,Model X,Europe,Germany,Cologne,5,600000,Black,Long Range,18,Individual,Hill Ltd Tesla
S0980,CUST0980,2023-12-17,Model 3,Asia,Brazil,Salvador,1,54000,Black,Long Range,49,Corporate,"Preston, Payne and Stephens Tesla"
S0981,CUST0981,2023-08-06,Model S,Europe,Germany,Hamburg,2,216000,Silver,Long Range,32,Corporate,Mitchell PLC Tesla
S0982,CUST0982,2023-10-27,Model X,North America,UK,Birmingham,4,400000,Silver,Standard Range,19,Individual,Gates LLC Tesla
S0983,CUST0983,2025-03-08,Model X,Asia,India,Chennai,1,100000,White,Standard Range,25,Individual,"Smith, Dixon and King Tesla"
S0984,CUST0984,2023-12-27,Model S,North America,USA,Houston,4,360000,Black,Standard Range,56,Corporate,Reynolds PLC Tesla
S0985,CUST0985,2024-09-08,Model X,Europe,India,Hyderabad,5,500000,Silver,Standard Range,60,Individual,"Torres, Keller and Pierce Tesla"
S0986,CUST0986,2024-05-13,Model 3,Asia,Japan,Tokyo,1,45000,Red,Standard Range,22,Corporate,"Joyce, Murphy and Hamilton Tesla"
S0987,CUST0987,2023-12-10,Model X,North America,Germany,Hamburg,2,240000,Silver,Long Range,28,Individual,Harris-Davila Tesla
S0988,CUST0988,2024-11-15,Model X,Europe,Germany,Hamburg,4,480000,Silver,Long Range,38,Corporate,Hoffman-Kelley Tesla
S0989,CUST0989,2024-03-21,Cybertruck,North America,India,Hyderabad,4,288000,Black,Long Range,9,Corporate,Flores-Reeves Tesla
S0990,CUST0990,2024-01-29,Model X,North America,Brazil,Rio de Janeiro,4,400000,Blue,Standard Range,58,Individual,Williams and Sons Tesla
S0991,CUST0991,2024-12-07,Model X,Europe,Germany,Berlin,3,420000,Black,Performance,57,Corporate,Soto PLC Tesla
S0992,CUST0992,2024-05-30,Model X,Europe,France,Marseille,5,700000,White,Performance,37,Corporate,Randall LLC Tesla
S0993,CUST0993,2023-09-26,Model S,Europe,Brazil,Rio de Janeiro,3,324000,Black,Long Range,52,Corporate,Rodriguez-Mason Tesla
S0994,CUST0994,2024-07-05,Cybertruck,North America,France,Nice,1,60000,Blue,Standard Range,50,Corporate,"Williams, Jackson and Coleman Tesla"
S0995,CUST0995,2023-11-12,Cybertruck,Europe,China,Shanghai,1,72000,Blue,Long Range,8,Corporate,Obrien-Bennett Tesla
S0996,CUST0996,2024-11-26,Cybertruck,North America,France,Marseille,2,120000,Blue,Standard Range,40,Individual,Perez-Sampson Tesla
S0997,CUST0997,2023-11-19,Model 3,Europe,France,Lyon,1,63000,Silver,Performance,18,Corporate,"Rivera, Jenkins and Green Tesla"
S0998,CUST0998,2023-09-22,Model S,Europe,Australia,Brisbane,4,360000,Black,Standard Range,30,Individual,Herrera-Wilson Tesla
S0999,CUST0999,2024-06-21,Cybertruck,North America,France,Marseille,4,336000,Red,Performance,33,Corporate,Washington-Villa Tesla
S1000,CUST1000,2024-06-25,Model S,Asia,USA,Los Angeles,5,630000,Red,Performance,27,Individual,Thomas-Bowers Tesla
